Texto,Séc,Data,Região,Lugar,Documento,Notário
Cantigas de Amigo - Parte 2,13,,,,CAmi262,
Cantigas de Amigo - Parte 2,13,,,,CAmi263,
Cantigas de Amigo - Parte 2,13,,,,CAmi264,
Cantigas de Amigo - Parte 2,13,,,,CAmi265,
Cantigas de Amigo - Parte 2,13,,,,CAmi266,
Cantigas de Amigo - Parte 2,13,,,,CAmi267,
Cantigas de Amigo - Parte 2,13,,,,CAmi268,
Cantigas de Amigo - Parte 2,13,,,,CAmi269,
Cantigas de Amigo - Parte 2,13,,,,CAmi270,
Cantigas de Amigo - Parte 2,13,,,,CAmi271,
Cantigas de Amigo - Parte 2,13,,,,CAmi272,
Cantigas de Amigo - Parte 2,13,,,,CAmi273,
Cantigas de Amigo - Parte 2,13,,,,CAmi274,
Cantigas de Amigo - Parte 2,13,,,,CAmi275,
Cantigas de Amigo - Parte 2,13,,,,CAmi276,
Cantigas de Amigo - Parte 2,13,,,,CAmi277,
Cantigas de Amigo - Parte 2,13,,,,CAmi278,
Cantigas de Amigo - Parte 2,13,,,,CAmi279,
Cantigas de Amigo - Parte 2,13,,,,CAmi280,
Cantigas de Amigo - Parte 2,13,,,,CAmi282,
Cantigas de Amigo - Parte 2,13,,,,CAmi283,
Cantigas de Amigo - Parte 2,13,,,,CAmi284,
Cantigas de Amigo - Parte 2,13,,,,CAmi285,
Cantigas de Amigo - Parte 2,13,,,,CAmi286,
Cantigas de Amigo - Parte 2,13,,,,CAmi287,
Cantigas de Amigo - Parte 2,13,,,,CAmi288,
Cantigas de Amigo - Parte 2,13,,,,CAmi289,
Cantigas de Amigo - Parte 2,13,,,,CAmi290,
Cantigas de Amigo - Parte 2,13,,,,CAmi291,
Cantigas de Amigo - Parte 2,13,,,,CAmi292,
Cantigas de Amigo - Parte 2,13,,,,CAmi293,
Cantigas de Amigo - Parte 2,13,,,,CAmi294,
Cantigas de Amigo - Parte 2,13,,,,CAmi295,
Cantigas de Amigo - Parte 2,13,,,,CAmi296,
Cantigas de Amigo - Parte 2,13,,,,CAmi297,
Cantigas de Amigo - Parte 2,13,,,,CAmi298,
Cantigas de Amigo - Parte 2,13,,,,CAmi299,
Cantigas de Amigo - Parte 2,13,,,,CAmi300,
Cantigas de Amigo - Parte 2,13,,,,CAmi301,
Cantigas de Amigo - Parte 2,13,,,,CAmi302,
Cantigas de Amigo - Parte 2,13,,,,CAmi303,
Cantigas de Amigo - Parte 2,13,,,,CAmi304,
Cantigas de Amigo - Parte 2,13,,,,CAmi305,
Cantigas de Amigo - Parte 2,13,,,,CAmi306,
Cantigas de Amigo - Parte 2,13,,,,CAmi307,
Cantigas de Amigo - Parte 2,13,,,,CAmi308,
Cantigas de Amigo - Parte 2,13,,,,CAmi310,
Cantigas de Amigo - Parte 2,13,,,,CAmi311,
Cantigas de Amigo - Parte 2,13,,,,CAmi312,
Cantigas de Amigo - Parte 2,13,,,,CAmi313,
Cantigas de Amigo - Parte 2,13,,,,CAmi314,
Cantigas de Amigo - Parte 2,13,,,,CAmi315,
Cantigas de Amigo - Parte 2,13,,,,CAmi316,
Cantigas de Amigo - Parte 2,13,,,,CAmi317,
Cantigas de Amigo - Parte 2,13,,,,CAmi318,
Cantigas de Amigo - Parte 2,13,,,,CAmi319,
Cantigas de Amigo - Parte 2,13,,,,CAmi320,
Cantigas de Amigo - Parte 2,13,,,,CAmi321,
Cantigas de Amigo - Parte 2,13,,,,CAmi322,
Cantigas de Amigo - Parte 2,13,,,,CAmi323,
Cantigas de Amigo - Parte 2,13,,,,CAmi324,
Cantigas de Amigo - Parte 2,13,,,,CAmi325,
Cantigas de Amigo - Parte 2,13,,,,CAmi326,
Cantigas de Amigo - Parte 2,13,,,,CAmi327,
Cantigas de Amigo - Parte 2,13,,,,CAmi328,
Cantigas de Amigo - Parte 2,13,,,,CAmi329,
Cantigas de Amigo - Parte 2,13,,,,CAmi330,
Cantigas de Amigo - Parte 2,13,,,,CAmi331,
Cantigas de Amigo - Parte 2,13,,,,CAmi332,
Cantigas de Amigo - Parte 2,13,,,,CAmi333,
Cantigas de Amigo - Parte 2,13,,,,CAmi334,
Cantigas de Amigo - Parte 2,13,,,,CAmi335,
Cantigas de Amigo - Parte 2,13,,,,CAmi336,
Cantigas de Amigo - Parte 2,13,,,,CAmi337,
Cantigas de Amigo - Parte 2,13,,,,CAmi338,
Cantigas de Amigo - Parte 2,13,,,,CAmi339,
Cantigas de Amigo - Parte 2,13,,,,CAmi340,
Cantigas de Amigo - Parte 2,13,,,,CAmi341,
Cantigas de Amigo - Parte 2,13,,,,CAmi342,
Cantigas de Amigo - Parte 2,13,,,,CAmi343,
Cantigas de Amigo - Parte 2,13,,,,CAmi344,
Cantigas de Amigo - Parte 2,13,,,,CAmi345,
Cantigas de Amigo - Parte 2,13,,,,CAmi346,
Cantigas de Amigo - Parte 2,13,,,,CAmi347,
Cantigas de Amigo - Parte 2,13,,,,CAmi348,
Cantigas de Amigo - Parte 2,13,,,,CAmi349,
Cantigas de Amigo - Parte 2,13,,,,CAmi350,
Cantigas de Amigo - Parte 2,13,,,,CAmi351,
Cantigas de Amigo - Parte 2,13,,,,CAmi352,
Cantigas de Amigo - Parte 2,13,,,,CAmi353,
Cantigas de Amigo - Parte 2,13,,,,CAmi354,
Cantigas de Amigo - Parte 2,13,,,,CAmi355,
Cantigas de Amigo - Parte 2,13,,,,CAmi356,
Cantigas de Amigo - Parte 2,13,,,,CAmi357,
Cantigas de Amigo - Parte 2,13,,,,CAmi358,
Cantigas de Amigo - Parte 2,13,,,,CAmi359,
Cantigas de Amigo - Parte 2,13,,,,CAmi360,
Cantigas de Amigo - Parte 2,13,,,,CAmi361,
Cantigas de Amigo - Parte 2,13,,,,CAmi362,
Cantigas de Amigo - Parte 2,13,,,,CAmi363,
Cantigas de Amigo - Parte 2,13,,,,CAmi364,
Cantigas de Amigo - Parte 2,13,,,,CAmi365,
Cantigas de Amigo - Parte 2,13,,,,CAmi366,
Cantigas de Amigo - Parte 2,13,,,,CAmi367,
Cantigas de Amigo - Parte 2,13,,,,CAmi368,
Cantigas de Amigo - Parte 2,13,,,,CAmi369,
Cantigas de Amigo - Parte 2,13,,,,CAmi370,
Cantigas de Amigo - Parte 2,13,,,,CAmi371,
Cantigas de Amigo - Parte 2,13,,,,CAmi372,
Cantigas de Amigo - Parte 2,13,,,,CAmi373,
Cantigas de Amigo - Parte 2,13,,,,CAmi374,
Cantigas de Amigo - Parte 2,13,,,,CAmi375,
Cantigas de Amigo - Parte 2,13,,,,CAmi376,
Cantigas de Amigo - Parte 2,13,,,,CAmi377,
Cantigas de Amigo - Parte 2,13,,,,CAmi378,
Cantigas de Amigo - Parte 2,13,,,,CAmi379,
Cantigas de Amigo - Parte 2,13,,,,CAmi380,
Cantigas de Amigo - Parte 2,13,,,,CAmi381,
Cantigas de Amigo - Parte 2,13,,,,CAmi382,
Cantigas de Amigo - Parte 2,13,,,,CAmi383,
Cantigas de Amigo - Parte 2,13,,,,CAmi384,
Cantigas de Amigo - Parte 2,13,,,,CAmi385,
Cantigas de Amigo - Parte 2,13,,,,CAmi386,
Cantigas de Amigo - Parte 2,13,,,,CAmi387,
Cantigas de Amigo - Parte 2,13,,,,CAmi388,
Cantigas de Amigo - Parte 2,13,,,,CAmi389,
Cantigas de Amigo - Parte 2,13,,,,CAmi390,
Cantigas de Amigo - Parte 2,13,,,,CAmi391,
Cantigas de Amigo - Parte 2,13,,,,CAmi392,
Cantigas de Amigo - Parte 2,13,,,,CAmi393,
Cantigas de Amigo - Parte 2,13,,,,CAmi394,
Cantigas de Amigo - Parte 2,13,,,,CAmi395,
Cantigas de Amigo - Parte 2,13,,,,CAmi396,
Cantigas de Amigo - Parte 2,13,,,,CAmi397,
Cantigas de Amigo - Parte 2,13,,,,CAmi398,
Cantigas de Amigo - Parte 2,13,,,,CAmi399,
Cantigas de Amigo - Parte 2,13,,,,CAmi400,
Cantigas de Amigo - Parte 2,13,,,,CAmi401,
Cantigas de Amigo - Parte 2,13,,,,CAmi402,
Cantigas de Amigo - Parte 2,13,,,,CAmi403,
Cantigas de Amigo - Parte 2,13,,,,CAmi404,
Cantigas de Amigo - Parte 2,13,,,,CAmi405,
Cantigas de Amigo - Parte 2,13,,,,CAmi406,
Cantigas de Amigo - Parte 2,13,,,,CAmi407,
Cantigas de Amigo - Parte 2,13,,,,CAmi408,
Cantigas de Amigo - Parte 2,13,,,,CAmi409,
Cantigas de Amigo - Parte 2,13,,,,CAmi410,
Cantigas de Amigo - Parte 2,13,,,,CAmi411,
Cantigas de Amigo - Parte 2,13,,,,CAmi412,
Cantigas de Amigo - Parte 2,13,,,,CAmi413,
Cantigas de Amigo - Parte 2,13,,,,CAmi414,
Cantigas de Amigo - Parte 2,13,,,,CAmi415,
Cantigas de Amigo - Parte 2,13,,,,CAmi416,
Cantigas de Amigo - Parte 2,13,,,,CAmi417,
Cantigas de Amigo - Parte 2,13,,,,CAmi418,
Cantigas de Amigo - Parte 2,13,,,,CAmi419,
Cantigas de Amigo - Parte 2,13,,,,CAmi420,
Cantigas de Amigo - Parte 2,13,,,,CAmi421,
Cantigas de Amigo - Parte 2,13,,,,CAmi422,
Cantigas de Amigo - Parte 2,13,,,,CAmi423,
Cantigas de Amigo - Parte 2,13,,,,CAmi424,
Cantigas de Amigo - Parte 2,13,,,,CAmi425,
Cantigas de Amigo - Parte 2,13,,,,CAmi426,
Cantigas de Amigo - Parte 2,13,,,,CAmi427,
Cantigas de Amigo - Parte 2,13,,,,CAmi428,
Cantigas de Amigo - Parte 2,13,,,,CAmi429,
Cantigas de Amigo - Parte 2,13,,,,CAmi430,
Cantigas de Amigo - Parte 2,13,,,,CAmi431,
Cantigas de Amigo - Parte 2,13,,,,CAmi432,
Cantigas de Amigo - Parte 2,13,,,,CAmi433,
Cantigas de Amigo - Parte 2,13,,,,CAmi434,
Cantigas de Amigo - Parte 2,13,,,,CAmi435,
Cantigas de Amigo - Parte 2,13,,,,CAmi436,
Cantigas de Amigo - Parte 2,13,,,,CAmi437,
Cantigas de Amigo - Parte 2,13,,,,CAmi438,
Cantigas de Amigo - Parte 2,13,,,,CAmi439,
Cantigas de Amigo - Parte 2,13,,,,CAmi440,
Cantigas de Amigo - Parte 2,13,,,,CAmi441,
Cantigas de Amigo - Parte 2,13,,,,CAmi442,
Cantigas de Amigo - Parte 2,13,,,,CAmi443,
Cantigas de Amigo - Parte 2,13,,,,CAmi444,
Cantigas de Amigo - Parte 2,13,,,,CAmi445,
Cantigas de Amigo - Parte 2,13,,,,CAmi446,
Cantigas de Amigo - Parte 2,13,,,,CAmi447,
Cantigas de Amigo - Parte 2,13,,,,CAmi448,
Cantigas de Amigo - Parte 2,13,,,,CAmi449,
Cantigas de Amigo - Parte 2,13,,,,CAmi450,
Cantigas de Amigo - Parte 2,13,,,,CAmi451,
Cantigas de Amigo - Parte 2,13,,,,CAmi452,
Cantigas de Amigo - Parte 2,13,,,,CAmi453,
Cantigas de Amigo - Parte 2,13,,,,CAmi454,
Cantigas de Amigo - Parte 2,13,,,,CAmi455,
Cantigas de Amigo - Parte 2,13,,,,CAmi456,
Cantigas de Amigo - Parte 2,13,,,,CAmi457,
Cantigas de Amigo - Parte 2,13,,,,CAmi458,
Cantigas de Amigo - Parte 2,13,,,,CAmi459,
Cantigas de Amigo - Parte 2,13,,,,CAmi460,
Cantigas de Amigo - Parte 2,13,,,,CAmi461,
Cantigas de Amigo - Parte 2,13,,,,CAmi462,
Cantigas de Amigo - Parte 2,13,,,,CAmi463,
Cantigas de Amigo - Parte 2,13,,,,CAmi464,
Cantigas de Amigo - Parte 2,13,,,,CAmi465,
Cantigas de Amigo - Parte 2,13,,,,CAmi466,
Cantigas de Amigo - Parte 2,13,,,,CAmi467,
Cantigas de Amigo - Parte 2,13,,,,CAmi468,
Cantigas de Amigo - Parte 2,13,,,,CAmi469,
Cantigas de Amigo - Parte 2,13,,,,CAmi470,
Cantigas de Amigo - Parte 2,13,,,,CAmi471,
Cantigas de Amigo - Parte 2,13,,,,CAmi472,
Cantigas de Amigo - Parte 2,13,,,,CAmi473,
Cantigas de Amigo - Parte 2,13,,,,CAmi474,
Cantigas de Amigo - Parte 2,13,,,,CAmi475,
Cantigas de Amigo - Parte 2,13,,,,CAmi476,
Cantigas de Amigo - Parte 2,13,,,,CAmi477,
Cantigas de Amigo - Parte 2,13,,,,CAmi478,
Cantigas de Amigo - Parte 2,13,,,,CAmi479,
Cantigas de Amigo - Parte 2,13,,,,CAmi480,
Cantigas de Amigo - Parte 2,13,,,,CAmi481,
Cantigas de Amigo - Parte 2,13,,,,CAmi482,
Cantigas de Amigo - Parte 2,13,,,,CAmi483,
Cantigas de Amigo - Parte 2,13,,,,CAmi484,
Cantigas de Amigo - Parte 2,13,,,,CAmi485,
Cantigas de Amigo - Parte 2,13,,,,CAmi486,
Cantigas de Amigo - Parte 2,13,,,,CAmi487,
Cantigas de Amigo - Parte 2,13,,,,CAmi488,
Cantigas de Amigo - Parte 2,13,,,,CAmi489,
Cantigas de Amigo - Parte 2,13,,,,CAmi490,
Cantigas de Amigo - Parte 2,13,,,,CAmi491,
Cantigas de Amigo - Parte 2,13,,,,CAmi492,
Cantigas de Amigo - Parte 2,13,,,,CAmi493,
Cantigas de Amigo - Parte 2,13,,,,CAmi494,
Cantigas de Amigo - Parte 2,13,,,,CAmi495,
Cantigas de Amigo - Parte 2,13,,,,CAmi496,
Cantigas de Amigo - Parte 2,13,,,,CAmi497,
Cantigas de Amigo - Parte 2,13,,,,CAmi498,
Cantigas de Amigo - Parte 2,13,,,,CAmi499,
Cantigas de Amigo - Parte 2,13,,,,CAmi500,
Cantigas de Amigo - Parte 2,13,,,,CAmi501,
Cantigas de Amigo - Parte 2,13,,,,CAmi502,
Cantigas de Amigo - Parte 2,13,,,,CAmi503,
Cantigas de Amigo - Parte 2,13,,,,CAmi504,
Cantigas de Amigo - Parte 2,13,,,,CAmi505,
Cantigas de Amigo - Parte 2,13,,,,CAmi506,
Cantigas de Amigo - Parte 2,13,,,,CAmi507,
Cantigas de Amigo - Parte 2,13,,,,CAmi508,
Cantigas de Amigo - Parte 2,13,,,,CAmi509,
Cantigas de Amigo - Parte 2,13,,,,CAmi510,
Cantigas de Amigo - Parte 2,13,,,,CAmi511,
Cantigas de Amigo - Parte 2,13,,,,CAmi512,
Cantigas de Amigo - Parte 2,13,,,,CAmi513,
Cantigas de Amor,13,,,,CAM001,
Cantigas de Amor,13,,,,CAM002,
Cantigas de Amor,13,,,,CAM003,
Cantigas de Amor,13,,,,CAM004,
Cantigas de Amor,13,,,,CAM005,
Cantigas de Amor,13,,,,CAM006,
Cantigas de Amor,13,,,,CAM007,
Cantigas de Amor,13,,,,CAM008,
Cantigas de Amor,13,,,,CAM009,
Cantigas de Amor,13,,,,CAM010,
Cantigas de Amor,13,,,,CAM011,
Cantigas de Amor,13,,,,CAM012,
Cantigas de Amor,13,,,,CAM013,
Cantigas de Amor,13,,,,CAM014,
Cantigas de Amor,13,,,,CAM015,
Cantigas de Amor,13,,,,CAM016,
Cantigas de Amor,13,,,,CAM017,
Cantigas de Amor,13,,,,CAM018,
Cantigas de Amor,13,,,,CAM019,
Cantigas de Amor,13,,,,CAM020,
Cantigas de Amor,13,,,,CAM021,
Cantigas de Amor,13,,,,CAM022,
Cantigas de Amor,13,,,,CAM023,
Cantigas de Amor,13,,,,CAM024,
Cantigas de Amor,13,,,,CAM025,
Cantigas de Amor,13,,,,CAM026,
Cantigas de Amor,13,,,,CAM027,
Cantigas de Amor,13,,,,CAM028,
Cantigas de Amor,13,,,,CAM029,
Cantigas de Amor,13,,,,CAM030,
Cantigas de Amor,13,,,,CAM031,
Cantigas de Amor,13,,,,CAM032,
Cantigas de Amor,13,,,,CAM033,
Cantigas de Amor,13,,,,CAM034,
Cantigas de Amor,13,,,,CAM035,
Cantigas de Amor,13,,,,CAM036,
Cantigas de Amor,13,,,,CAM037,
Cantigas de Amor,13,,,,CAM038,
Cantigas de Amor,13,,,,CAM039,
Cantigas de Amor,13,,,,CAM040,
Cantigas de Amor,13,,,,CAM041,
Cantigas de Amor,13,,,,CAM042,
Cantigas de Amor,13,,,,CAM043,
Cantigas de Amor,13,,,,CAM044,
Cantigas de Amor,13,,,,CAM045,
Cantigas de Amor,13,,,,CAM046,
Cantigas de Amor,13,,,,CAM047,
Cantigas de Amor,13,,,,CAM048,
Cantigas de Amor,13,,,,CAM049,
Cantigas de Amor,13,,,,CAM050,
Cantigas de Amor,13,,,,CAM051,
Cantigas de Amor,13,,,,CAM052,
Cantigas de Amor,13,,,,CAM053,
Cantigas de Amor,13,,,,CAM054,
Cantigas de Amor,13,,,,CAM055,
Cantigas de Amor,13,,,,CAM056,
Cantigas de Amor,13,,,,CAM057,
Cantigas de Amor,13,,,,CAM058,
Cantigas de Amor,13,,,,CAM059,
Cantigas de Amor,13,,,,CAM060,
Cantigas de Amor,13,,,,CAM061,
Cantigas de Amor,13,,,,CAM062,
Cantigas de Amor,13,,,,CAM063,
Cantigas de Amor,13,,,,CAM064,
Cantigas de Amor,13,,,,CAM065,
Cantigas de Amor,13,,,,CAM066,
Cantigas de Amor,13,,,,CAM067,
Cantigas de Amor,13,,,,CAM068,
Cantigas de Amor,13,,,,CAM069,
Cantigas de Amor,13,,,,CAM070,
Cantigas de Amor,13,,,,CAM071,
Cantigas de Amor,13,,,,CAM072,
Cantigas de Amor,13,,,,CAM073,
Cantigas de Amor,13,,,,CAM074,
Cantigas de Amor,13,,,,CAM075,
Cantigas de Amor,13,,,,CAM076,
Cantigas de Amor,13,,,,CAM077,
Cantigas de Amor,13,,,,CAM078,
Cantigas de Amor,13,,,,CAM079,
Cantigas de Amor,13,,,,CAM080,
Cantigas de Amor,13,,,,CAM081,
Cantigas de Amor,13,,,,CAM082,
Cantigas de Amor,13,,,,CAM083,
Cantigas de Amor,13,,,,CAM084,
Cantigas de Amor,13,,,,CAM085,
Cantigas de Amor,13,,,,CAM086,
Cantigas de Amor,13,,,,CAM087,
Cantigas de Amor,13,,,,CAM088,
Cantigas de Amor,13,,,,CAM089,
Cantigas de Amor,13,,,,CAM090,
Cantigas de Amor,13,,,,CAM091,
Cantigas de Amor,13,,,,CAM092,
Cantigas de Amor,13,,,,CAM093,
Cantigas de Amor,13,,,,CAM094,
Cantigas de Amor,13,,,,CAM095,
Cantigas de Amor,13,,,,CAM096,
Cantigas de Amor,13,,,,CAM097,
Cantigas de Amor,13,,,,CAM098,
Cantigas de Amor,13,,,,CAM099,
Cantigas de Amor,13,,,,CAM100,
Cantigas de Amor,13,,,,CAM101,
Cantigas de Amor,13,,,,CAM102,
Cantigas de Amor,13,,,,CAM103,
Cantigas de Amor,13,,,,CAM104,
Cantigas de Amor,13,,,,CAM105,
Cantigas de Amor,13,,,,CAM106,
Cantigas de Amor,13,,,,CAM107,
Cantigas de Amor,13,,,,CAM108,
Cantigas de Amor,13,,,,CAM109,
Cantigas de Amor,13,,,,CAM110,
Cantigas de Amor,13,,,,CAM111,
Cantigas de Amor,13,,,,CAM112,
Cantigas de Amor,13,,,,CAM113,
Cantigas de Amor,13,,,,CAM114,
Cantigas de Amor,13,,,,CAM115,
Cantigas de Amor,13,,,,CAM116,
Cantigas de Amor,13,,,,CAM117,
Cantigas de Amor,13,,,,CAM118,
Cantigas de Amor,13,,,,CAM119,
Cantigas de Amor,13,,,,CAM120,
Cantigas de Amor,13,,,,CAM121,
Cantigas de Amor,13,,,,CAM122,
Cantigas de Amor,13,,,,CAM123,
Cantigas de Amor,13,,,,CAM123_2,
Cantigas de Amor,13,,,,CAM124,
Cantigas de Amor,13,,,,CAM125,
Cantigas de Amor,13,,,,CAM126,
Cantigas de Amor,13,,,,CAM127,
Cantigas de Amor,13,,,,CAM128,
Cantigas de Amor,13,,,,CAM129,
Cantigas de Amor,13,,,,CAM130,
Cantigas de Amor,13,,,,CAM131,
Cantigas de Amor,13,,,,CAM132,
Cantigas de Amor,13,,,,CAM133,
Cantigas de Amor,13,,,,CAM134,
Cantigas de Amor,13,,,,CAM135,
Cantigas de Amor,13,,,,CAM136,
Cantigas de Amor,13,,,,CAM137,
Cantigas de Amor,13,,,,CAM138,
Cantigas de Amor,13,,,,CAM139,
Cantigas de Amor,13,,,,CAM140,
Cantigas de Amor,13,,,,CAM141,
Cantigas de Amor,13,,,,CAM142,
Cantigas de Amor,13,,,,CAM143,
Cantigas de Amor,13,,,,CAM144,
Cantigas de Amor,13,,,,CAM145,
Cantigas de Amor,13,,,,CAM146,
Cantigas de Amor,13,,,,CAM147,
Cantigas de Amor,13,,,,CAM148,
Cantigas de Amor,13,,,,CAM149,
Cantigas de Amor,13,,,,CAM150,
Cantigas de Amor,13,,,,CAM151,
Cantigas de Amor,13,,,,CAM152,
Cantigas de Amor,13,,,,CAM153,
Cantigas de Amor,13,,,,CAM154,
Cantigas de Amor,13,,,,CAM155,
Cantigas de Amor,13,,,,CAM156,
Cantigas de Amor,13,,,,CAM157,
Cantigas de Amor,13,,,,CAM158,
Cantigas de Amor,13,,,,CAM159,
Cantigas de Amor,13,,,,CAM160,
Cantigas de Amor,13,,,,CAM161,
Cantigas de Amor,13,,,,CAM162,
Cantigas de Amor,13,,,,CAM163,
Cantigas de Amor,13,,,,CAM164,
Cantigas de Amor,13,,,,CAM165,
Cantigas de Amor,13,,,,CAM166,
Cantigas de Amor,13,,,,CAM167,
Cantigas de Amor,13,,,,CAM168,
Cantigas de Amor,13,,,,CAM169,
Cantigas de Amor,13,,,,CAM170,
Cantigas de Amor,13,,,,CAM171,
Cantigas de Amor,13,,,,CAM172,
Cantigas de Amor,13,,,,CAM173,
Cantigas de Amor,13,,,,CAM174,
Cantigas de Amor,13,,,,CAM175,
Cantigas de Amor,13,,,,CAM176,
Cantigas de Amor,13,,,,CAM177,
Cantigas de Amor,13,,,,CAM178,
Cantigas de Amor,13,,,,CAM179,
Cantigas de Amor,13,,,,CAM180,
Cantigas de Amor,13,,,,CAM181,
Cantigas de Amor,13,,,,CAM182,
Cantigas de Amor,13,,,,CAM183,
Cantigas de Amor,13,,,,CAM184,
Cantigas de Amor,13,,,,CAM185,
Cantigas de Amor,13,,,,CAM186,
Cantigas de Amor,13,,,,CAM187,
Cantigas de Amor,13,,,,CAM188,
Cantigas de Amor,13,,,,CAM189,
Cantigas de Amor,13,,,,CAM190,
Cantigas de Amor,13,,,,CAM191,
Cantigas de Amor,13,,,,CAM192,
Cantigas de Amor,13,,,,CAM193,
Cantigas de Amor,13,,,,CAM194,
Cantigas de Amor,13,,,,CAM195,
Cantigas de Amor,13,,,,CAM196,
Cantigas de Amor,13,,,,CAM197,
Cantigas de Amor,13,,,,CAM198,
Cantigas de Amor,13,,,,CAM199,
Cantigas de Amor,13,,,,CAM200,
Cantigas de Amor,13,,,,CAM201,
Cantigas de Amor,13,,,,CAM202,
Cantigas de Amor,13,,,,CAM203,
Cantigas de Amor,13,,,,CAM204,
Cantigas de Amor,13,,,,CAM205,
Cantigas de Amor,13,,,,CAM206,
Cantigas de Amor,13,,,,CAM207,
Cantigas de Amor,13,,,,CAM208,
Cantigas de Amor,13,,,,CAM209,
Cantigas de Amor,13,,,,CAM210,
Cantigas de Amor,13,,,,CAM211,
Cantigas de Amor,13,,,,CAM212,
Cantigas de Amor,13,,,,CAM213,
Cantigas de Amor,13,,,,CAM214,
Cantigas de Amor,13,,,,CAM215,
Cantigas de Amor,13,,,,CAM216,
Cantigas de Amor,13,,,,CAM217,
Cantigas de Amor,13,,,,CAM218,
Cantigas de Amor,13,,,,CAM219,
Cantigas de Amor,13,,,,CAM220,
Cantigas de Amor,13,,,,CAM221,
Cantigas de Amor,13,,,,CAM222,
Cantigas de Amor,13,,,,CAM223,
Cantigas de Amor,13,,,,CAM224,
Cantigas de Amor,13,,,,CAM225,
Cantigas de Amor,13,,,,CAM226,
Cantigas de Amor,13,,,,CAM227,
Cantigas de Amor,13,,,,CAM228,
Cantigas de Amor,13,,,,CAM229,
Cantigas de Amor,13,,,,CAM230,
Cantigas de Amor,13,,,,CAM231,
Cantigas de Amor,13,,,,CAM232,
Cantigas de Amor,13,,,,CAM233,
Cantigas de Amor,13,,,,CAM234,
Cantigas de Amor,13,,,,CAM235,
Cantigas de Amor,13,,,,CAM236,
Cantigas de Amor,13,,,,CAM237,
Cantigas de Amor,13,,,,CAM238,
Cantigas de Amor,13,,,,CAM239,
Cantigas de Amor,13,,,,CAM240,
Cantigas de Amor,13,,,,CAM241,
Cantigas de Amor,13,,,,CAM242,
Cantigas de Amor,13,,,,CAM243,
Cantigas de Amor,13,,,,CAM244,
Cantigas de Amor,13,,,,CAM245,
Cantigas de Amor,13,,,,CAM246,
Cantigas de Amor,13,,,,CAM247,
Cantigas de Amor,13,,,,CAM248,
Cantigas de Amor,13,,,,CAM249,
Cantigas de Amor,13,,,,CAM250,
Cantigas de Amor,13,,,,CAM251,
Cantigas de Amor,13,,,,CAM252,
Cantigas de Amor,13,,,,CAM253,
Cantigas de Amor,13,,,,CAM254,
Cantigas de Amor,13,,,,CAM255,
Cantigas de Amor,13,,,,CAM256,
Cantigas de Amor,13,,,,CAM257,
Cantigas de Amor,13,,,,CAM258,
Cantigas de Amor,13,,,,CAM259,
Cantigas de Amor,13,,,,CAM260,
Cantigas de Amor,13,,,,CAM261,
Cantigas de Amor,13,,,,CAM262,
Cantigas de Amor,13,,,,CAM263,
Cantigas de Amor,13,,,,CAM264,
Cantigas de Amor,13,,,,CAM265,
Cantigas de Amor,13,,,,CAM266,
Cantigas de Amor,13,,,,CAM267,
Cantigas de Amor,13,,,,CAM268,
Cantigas de Amor,13,,,,CAM269,
Cantigas de Amor,13,,,,CAM270,
Cantigas de Amor,13,,,,CAM271,
Cantigas de Amor,13,,,,CAM272,
Cantigas de Amor,13,,,,CAM273,
Cantigas de Amor,13,,,,CAM274,
Cantigas de Amor,13,,,,CAM275,
Cantigas de Amor,13,,,,CAM276,
Cantigas de Amor,13,,,,CAM277,
Cantigas de Amor,13,,,,CAM278,
Cantigas de Amor,13,,,,CAM279,
Cantigas de Amor,13,,,,CAM280,
Cantigas de Amor,13,,,,CAM281,
Cantigas de Amor,13,,,,CAM282,
Cantigas de Amor,13,,,,CAM283,
Cantigas de Amor,13,,,,CAM284,
Cantigas de Amor,13,,,,CAM285,
Cantigas de Amor,13,,,,CAM286,
Cantigas de Amor,13,,,,CAM287,
Cantigas de Amor,13,,,,CAM288,
Cantigas de Amor,13,,,,CAM289,
Cantigas de Amor,13,,,,CAM290,
Cantigas de Amor,13,,,,CAM291,
Cantigas de Amor,13,,,,CAM292,
Cantigas de Amor,13,,,,CAM293,
Cantigas de Amor,13,,,,CAM294,
Cantigas de Amor,13,,,,CAM295,
Cantigas de Amor,13,,,,CAM296,
Cantigas de Amor,13,,,,CAM297,
Cantigas de Amor,13,,,,CAM298,
Cantigas de Amor,13,,,,CAM299,
Cantigas de Amor,13,,,,CAM300,
Cantigas de Amor,13,,,,CAM301,
Cantigas de Amor,13,,,,CAM302,
Cantigas de Amor,13,,,,CAM303,
Cantigas de Amor,13,,,,CAM304,
Cantigas de Amor,13,,,,CAM305,
Cantigas de Amor,13,,,,CAM306,
Cantigas de Amor,13,,,,CAM307,
Cantigas de Amor,13,,,,CAM308,
Cantigas de Amor,13,,,,CAM309,
Cantigas de Amor,13,,,,CAM310,
Cantigas de Amor,13,,,,CAM311,
Cantigas de Amor,13,,,,CAM312,
Cantigas de Amor,13,,,,CAM313,
Cantigas de Amor,13,,,,CAM314,
Cantigas de Amor,13,,,,CAM315,
Cantigas de Amor,13,,,,CAM316,
Cantigas de Amor,13,,,,CAM317,
Cantigas de Amor,13,,,,CAM318,
Cantigas de Amor,13,,,,CAM319,
